	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
TCGA-AN-A0XL	0.70790404	0.79565674	0.17145455	0.7596395	0.25828946	1.3298316	0.98057455	0.66115296	0.0	1.5922679	1.1605994	0.8171293	0.47012728	2.0699332	0.2406013	1.1184998	1.1530318	0.9186889	0.08048606	0.76499736	2.3259487	1.5763943	1.7659893	0.59174824	0.10825318	0.42599046	0.61026746	1.5655	0.11640918	0.0	0.536287	0.6237164	0.45156363	0.05998826	0.17544374	0.14610314	0.0	1.384991	0.63896966	1.5470303	1.6811314	0.5254401	1.2342575	0.9695041	1.1597441	0.051389933	0.4086215	0.16404605	0.3103497	0.9365201	1.031222	0.72141135	0.8441114	0.37672102	0.96557164	0.098941326	1.0287628	0.8427591	1.1024871	1.2614061	0.0	1.3691126	1.0906962	0.17900443	0.86309385	0.6328455	0.0	1.9363341	0.0	0.9045628	1.0821586	0.2541783	1.90867	0.3177966	0.0	2.3360598	0.0	0.4764254	0.78421	1.0997038	0.24668962	1.6389556	0.91941196	1.2534318	1.0618548	0.8517724	0.2223196	1.0842205	0.2852149	0.8812921	1.9282234	1.3361127	1.0528231	0.545625	0.0	0.34816515	0.69427985	0.27450705	0.9177096	0.0
TCGA-AN-A0XN	0.2014364	0.0	0.33914647	1.0462676	1.2754667	1.324161	1.3712984	0.12726581	0.0	1.9613271	0.99846697	0.0	2.4659975	1.7969499	1.5424032	1.0776709	1.920217	1.8139693	0.72661746	1.5074629	0.7866585	1.7176092	0.9280257	0.19549799	0.75775325	0.0	0.2217823	0.8204362	0.0	0.0	1.5990366	0.0	0.06695187	0.7272296	0.0	0.90753525	0.0	0.07896292	0.0	0.7589202	0.7596379	1.0913491	3.5952666	1.2029124	0.16534661	0.0	1.0755119	0.0	0.9084952	0.3710475	1.8004191	0.0	1.1329157	0.9341254	0.8995259	0.0	0.57075757	0.8975196	0.6624007	1.2295702	0.0	0.77574134	1.2138053	0.8550184	0.0	1.4208372	0.0	0.92701286	0.0	0.0	0.95561033	0.0	1.2148643	0.0	0.8035816	0.9168589	0.09895086	0.7662122	0.040793292	1.1192235	0.0	0.8951905	0.33454672	1.1362586	1.2746481	2.8516784	0.26269484	1.4867646	1.2006893	0.29047775	1.5035696	1.1422753	0.0	0.0	0.0	0.99554145	0.6338085	0.86251163	0.444777	1.1163814
TCGA-AN-A0XO	0.26600426	0.21598655	1.02526	1.2126968	0.45551085	1.7462859	1.4022254	1.1021048	1.6823242	1.3550217	1.0291035	0.7348714	0.0	2.1191149	0.32625103	2.3324137	0.8640977	0.94579357	0.43687248	1.4036883	1.0076439	0.2700243	1.1732047	0.5316963	0.0	0.93407124	1.1580561	1.2414141	0.42094135	0.32157874	0.2694885	0.46538562	0.2064715	0.0	0.0	0.0	0.0	1.1308451	0.51335704	1.0456542	0.8875311	1.3373098	1.78511	1.1813635	1.1447413	0.2811408	0.97794574	0.5360637	0.16095185	0.8331487	1.0752589	0.0	0.22648452	1.4531975	0.99695015	0.0	0.3343866	1.0324106	0.3174942	0.66885406	0.0	1.3429477	1.0772184	1.0780314	0.7524477	1.5412949	0.0	1.827776	0.8590285	0.00089275837	0.85213584	0.0	1.8752819	0.0	0.0	1.2332937	0.6993773	0.83330667	0.5206876	0.7920885	0.0	1.0007496	0.48154074	1.310055	1.7356833	1.3060939	0.5481026	1.8759753	0.6783868	0.3331523	2.1201644	1.1593859	0.52977073	0.0	0.15764755	0.3765456	0.48905182	0.0	0.5072468	0.0
TCGA-AN-A0XP	0.51841676	0.0	0.7115636	0.6707573	0.2938106	2.282187	0.49049604	1.0087327	0.86000425	0.7882925	0.4694063	0.5285648	0.23934358	1.8252362	1.862297	1.6226358	0.87398076	0.90335834	0.0	1.3343153	1.8638142	1.4021487	1.4411594	0.0	0.0	0.5639057	0.8489219	1.0670111	1.6426338	0.0	0.033779263	0.94855785	2.8159556	0.0	0.0	0.0	0.0	1.9771911	0.29829758	0.95907205	1.0551467	1.4511203	1.9992404	1.3861988	1.1723475	1.0966551	1.0069711	0.0	0.23394871	1.4229482	2.220975	1.3432617	0.12052839	0.59380114	0.6387	0.0	0.0	1.0604746	0.2802713	1.3311834	0.0	1.4887278	1.5986785	0.4151125	0.57422286	0.52673066	0.0	1.6053421	0.13218313	0.0	2.1999419	0.0	2.6664865	0.8127165	0.0	1.4572295	0.45745516	0.6600566	1.8514664	1.1015636	0.024145007	1.1704139	0.0	1.1794262	0.6464343	0.2735889	0.43738735	1.484805	1.5942335	0.15584731	2.4899888	0.10586119	0.0	1.160528	0.13872951	0.26267332	1.3445225	0.12189865	0.7854144	0.0
TCGA-AN-A0XR	0.0	0.9153947	1.0258894	1.0013739	0.04489827	2.5779135	0.78947973	0.37816858	0.47319388	1.6454259	0.4020913	0.31138605	0.0	1.5844946	2.3721113	2.587598	0.2538035	0.75745887	0.0	1.8434124	1.2237272	0.0931983	0.9137143	0.5582156	0.0	1.607628	0.7984179	1.2420089	1.4785624	0.25210065	0.23779786	1.3271952	1.1334496	0.0	0.0	0.0	0.0	1.5645685	0.22299898	1.5441686	0.0	1.1578199	1.2549564	0.9595406	1.9455248	0.8771685	1.705387	0.1676383	0.2479372	1.2688359	1.1740446	1.5903231	1.0406104	1.5142288	1.174556	0.0	1.0864681	0.8404045	0.6461204	1.1200017	0.0	1.7101426	2.1494942	1.1705061	1.0545192	1.0420343	0.049278826	0.94432706	1.3697226	0.79193604	1.4042232	0.0	2.7233932	0.97290176	0.0	0.62334585	0.5221832	1.4923756	1.1837287	0.85228467	0.49303657	0.8315418	0.4190268	0.55538225	1.075247	0.0	0.8529547	1.2881384	1.7746637	0.0	1.0473994	1.5725964	0.0	1.4093637	0.0	0.47404194	0.9872635	0.16562843	0.869011	0.0
TCGA-AN-A0XS	0.20275226	0.98327017	0.0	0.6985463	0.5555289	1.7593107	1.6042262	0.0	0.6456426	1.4014103	1.1162283	1.4760728	0.4490536	1.5034591	0.6990819	1.8539922	0.0	0.92317986	0.6166252	1.0156986	1.4747019	1.4087455	1.5560591	0.94211555	0.3695405	0.0	0.6893811	1.3271067	0.0	0.0	1.042341	0.06589496	0.30352372	0.8225856	0.0	0.0	0.0	0.8492752	0.106567144	1.0322274	2.4237018	1.1805669	1.2942562	0.3980068	1.1492844	0.67478937	0.423603	0.33976555	0.0	0.5867572	0.6257852	0.08055699	1.1491882	1.4660666	1.5122558	0.0	0.20358753	1.1072636	0.89346844	1.2576771	0.10371268	1.0052197	0.30144128	0.3612615	0.029181838	0.9878634	0.15447989	1.359577	1.569345	0.80920327	0.6831376	0.0	1.8480234	0.639755	0.0	1.5536667	0.44191515	1.1653671	0.6053499	1.0380946	0.0	1.2715733	0.0	1.5212595	1.1951584	1.1885587	0.31801152	0.9754818	1.067992	0.82673526	1.9742746	1.4126594	1.1038537	0.9033797	0.0	0.20861387	0.3859687	0.50552154	0.58920026	0.24531126
TCGA-AN-A0XT	0.0	1.3835858	0.3176863	0.5427797	0.3401903	0.88243264	0.7488162	1.1518773	0.84133166	1.1027148	0.0	0.9220407	0.0	2.6686602	1.4589435	0.80065745	1.0773027	0.16365865	0.0	0.4654414	2.7035432	1.3201404	0.6224933	0.7771001	0.07398784	0.14293575	1.2696404	2.0692677	0.25846493	0.0	0.2824586	1.1861728	0.1285829	0.0	0.0	0.7009306	0.0	1.3964915	0.62796164	2.0974643	2.1293938	0.16387755	1.0414857	0.4805411	1.3267354	0.43401587	0.17638636	0.3935802	0.23050737	0.91338277	1.0101748	0.6601282	0.8001574	0.7874756	1.9626684	0.0	1.4830837	0.6680933	0.7544878	1.2925305	0.0	1.5011263	1.1120595	0.2391777	0.6314874	0.69242895	0.08386356	1.7325101	1.8433864	1.1203275	2.4498594	0.021429539	1.9792379	0.65916157	0.0	1.4300302	1.0748171	0.42720652	1.0227296	0.93299043	1.0462441	1.1038616	0.96858984	1.7726306	1.4144051	0.7821146	0.65275216	0.81793463	0.6312827	0.50200284	2.042494	1.4694335	0.64804167	0.7125362	0.0	0.0	0.40448058	0.26655483	1.2621275	0.0
TCGA-AN-A0XU	0.441226	2.074967	1.3565545	0.15831876	0.5155401	1.5422194	0.9127303	0.0	1.8904824	0.50480115	0.09504491	1.5817925	2.0076737	0.28715622	1.3003234	1.7704687	0.5708184	0.6297317	0.52369446	0.8306254	0.30858707	2.098847	0.89841205	0.55176353	0.046087325	0.82152176	0.30906367	0.0	0.0	0.6109361	1.3926817	0.5185343	1.3098893	1.1130836	0.0	0.6020478	0.6830142	0.85696214	1.5935082	1.4870877	1.8892193	0.5636279	1.8356891	1.5377113	1.6304375	0.0	0.7554387	0.0	1.2143998	0.57031775	0.4703496	0.74987656	0.58715886	2.9908075	1.4676988	0.0	0.14181149	1.3834621	0.668174	2.1779828	0.7972621	1.484008	0.35377404	0.0	0.7799286	1.7603182	1.1302385	1.2951326	1.5084145	0.0	0.0	0.0	1.2603184	0.093740225	1.5856456	1.38477	0.0	0.744426	0.76981336	1.2147558	0.0	0.0	0.61169386	0.8897538	1.0394899	1.4677827	0.0	0.54359543	1.4333075	0.0	2.837966	2.0003128	0.46861386	0.62210727	0.67133933	1.6217616	0.00832057	0.9446175	0.0	1.1160502
TCGA-AN-A0XV	0.27139515	0.22404814	0.0	1.0234683	0.23181248	1.0274196	1.2387979	0.8004745	0.19593048	1.7177596	1.099288	1.2259347	0.31261057	2.4207284	1.4279833	1.8147302	0.5755033	0.9962176	0.49681556	1.0413016	1.912292	2.0131042	2.4576454	1.5002775	0.29076064	0.31410408	0.45476544	0.99169713	0.5955653	0.0	0.9856248	1.2796096	0.43122673	0.14911509	0.0	0.065437555	0.0	1.2728081	0.32958823	1.9173882	2.191875	0.8033583	1.3744966	0.6761997	1.2486783	0.0	0.31153846	0.0	0.0	0.70339537	1.7353933	0.50791657	0.7016195	1.8182948	1.8625225	0.060110807	0.77907467	1.3103666	0.92599994	1.8599998	0.0	1.3053226	0.858899	0.24898648	0.8292522	1.1310354	1.0438917	2.4551132	1.0166273	0.0	1.0352337	0.0	1.8330944	0.1661526	0.0	0.92529166	0.0	0.3498013	1.2458205	0.96172273	0.0	1.8271632	0.0	1.3957629	0.67538655	0.95427924	0.91550833	0.8808582	0.5235419	0.32240343	1.5658787	1.6065838	0.33055663	0.44390827	0.0	0.0	0.7736884	0.4470265	0.81234896	0.015243292
TCGA-AN-A0XW	0.76734734	0.69838035	0.50873405	0.88268906	0.6881131	1.1136587	1.2742503	0.4069631	0.3425088	0.8205184	0.4394055	1.1040738	0.72441006	1.24861	0.643487	1.7209625	1.4624859	1.2737634	0.0	1.2078222	1.6521261	0.9094739	1.0009284	0.15559387	0.23282123	0.91823477	0.6089144	0.9562344	0.0	0.0	0.38427478	0.2301166	0.37935534	0.69206715	0.0	1.0083586	0.0	0.7983796	0.6862347	2.0987086	0.3197438	1.7606181	2.1771898	0.6734015	0.74252677	0.26591587	0.6534474	0.0	0.06356144	0.6786144	1.1475712	0.0	0.79448515	2.2986414	1.2148849	0.0	1.4825048	0.88447845	0.40318662	0.8812736	0.17065647	0.54310584	0.91511434	0.47621006	0.23133838	1.1831214	0.0	1.1054561	0.53275234	0.21437192	0.56999904	0.0	1.7002339	0.5514543	0.0	0.77866197	0.6058069	1.0292385	0.9273492	1.2724408	0.0	0.55485487	0.3006396	0.8684206	1.3614756	1.9461429	0.11152768	1.9892218	1.2511804	0.0	1.0151141	1.1030513	0.0	0.7905203	0.0	1.1113547	0.7191737	1.3099217	0.09369981	0.786224
TCGA-AO-A03L	0.35011074	1.1447979	1.0731308	0.96732867	0.44052744	0.25935304	0.57466793	1.7203668	0.09556937	1.612419	0.7984496	0.99084556	0.0	0.4982195	1.6623471	2.2121034	0.89750457	0.8908534	0.0	1.7070637	1.0710311	1.4707012	0.8550661	0.89595485	0.0	0.0	1.10359	2.0619078	0.021207929	0.0	0.0	1.7170513	0.84360105	0.0	0.0	0.49882495	0.0	0.6808264	0.8443728	1.2859628	0.74110955	2.0812027	1.3858542	0.102380276	1.9412519	1.4044603	1.6093746	0.22883677	0.0	1.2577536	1.733176	0.34513104	0.9801223	1.2263936	0.9136625	0.0	0.9143362	1.0035465	0.71356577	1.069089	0.34111172	1.1715381	0.17388013	0.15220153	1.5244576	1.5545777	0.0	0.6034447	0.8606924	0.03415239	1.6262488	0.0	1.9343978	0.16802835	0.0	1.1201612	0.121616006	1.2749927	0.98124474	1.216492	0.8703974	0.25154924	0.06324923	0.8919661	1.0775815	1.1193688	0.0	1.5465226	0.7401477	0.0	1.1904681	0.8621149	0.081829906	0.8390094	0.01973623	0.0	0.6827245	0.21745133	0.680243	0.0
TCGA-AO-A03M	0.061390504	0.39858526	0.0	0.36776102	0.15362	1.1297848	1.3793885	0.2605902	1.0265431	0.31255424	0.29736415	2.272532	0.0	1.588471	0.6691594	2.0151892	0.018360972	1.026353	0.64662457	0.58670264	0.3078375	0.0	0.48965025	0.45238447	0.0	0.3913697	1.4301529	1.3355103	0.3443421	0.0	1.4975573	0.5835376	2.0527453	0.43472838	0.0	1.8194826	0.0	0.98439705	0.8384193	1.8500293	0.8913354	1.1358553	1.325126	0.8832587	1.6703244	1.2514198	1.0344455	0.0	0.8517921	0.5029645	1.7534411	0.0	0.083473295	3.2654974	0.5651406	0.0	0.0	1.0766313	0.23279577	0.6666152	0.21450916	1.1923808	1.0974634	0.0	0.0	1.0117004	0.32313278	0.0	1.3838565	0.24769819	1.3369184	0.0	2.7134871	0.86971074	1.2736685	2.3735209	0.56407577	0.5161996	1.8930936	1.1251341	0.8686796	0.35496688	0.48010734	0.23862767	1.3660395	0.7310764	1.1460303	0.3823936	2.0242553	0.0	2.3435419	1.0532194	0.096856356	2.676289	0.0	0.0	1.2177784	0.13447595	0.0	0.5508983
TCGA-AO-A03N	0.18473479	0.4887839	0.84928787	0.62008	0.42393482	2.299541	2.1262255	2.457048	0.5184649	0.9338049	0.0	2.2758155	1.1888664	0.0	0.0	2.5361085	0.36098492	0.78351414	0.0	1.7012532	2.1308982	1.0375366	0.42924145	1.2141008	0.0	0.46341717	1.0990908	1.683047	0.37479496	0.0	0.29658902	1.4176263	0.0	0.34432673	0.0	0.9352995	0.0	1.5212828	1.1530467	3.0887527	1.9657378	0.98782164	2.1362195	1.1454061	1.4685898	0.3308152	1.4984897	0.42811322	0.9798583	1.0171137	0.37503326	0.070628524	0.07070722	0.7170893	0.0	0.0	0.97581714	0.22289395	0.6634886	0.50786555	0.2585822	2.3500519	1.0506141	2.1333797	1.710452	1.3158432	0.0	1.6687043	0.0	0.0	1.3827624	0.4507308	1.9316238	0.22384441	0.0	0.76798916	0.87450624	0.73740125	1.6696949	1.2053479	0.0	1.5846798	0.0	1.2613032	1.2004522	0.5007553	0.07397139	1.0640516	0.6129674	0.0	0.5931618	3.6273699	0.84933305	2.02657	0.13586253	0.23859906	1.0261356	0.25098968	0.0	0.0
TCGA-AO-A03O	0.0	0.5805186	0.011629092	1.0069427	0.0	1.7441661	0.0	1.3727473	1.2984471	0.0	1.3359209	1.0718685	0.38167465	1.3456414	2.7657928	2.3810763	0.0	0.2103504	1.6238375	1.9452181	0.32581902	0.9561131	1.9638574	0.509737	0.0	0.0	1.0689878	0.9110499	0.37338018	0.0635708	0.7873316	2.5451465	2.2020001	0.0	0.0	0.6277987	0.0	1.4343427	0.24666524	3.843764	1.2892196	1.5023416	1.9267704	0.73474	2.7378705	0.8571579	1.5177102	0.0	0.69067883	0.0	3.3869433	1.3993664	0.0	2.2553892	0.642977	0.0	0.0	1.4619057	0.5730537	1.1196413	0.16201335	1.8477643	1.2894428	0.0	0.798757	1.2218074	1.2330554	1.0253459	2.080868	0.0	0.63406354	0.0	3.4238987	0.0	0.0	1.8419763	0.0	0.4607004	0.45630282	1.622488	0.8708063	0.0	0.0	0.94887614	2.0648725	0.097248554	1.5585785	1.9660615	1.5069804	0.0	2.550468	0.298136	0.0	0.5980779	0.5922429	0.0	1.3169802	0.5396149	0.19318593	0.0
TCGA-AO-A03V	0.052889988	1.3207185	0.31858897	0.77986956	0.41550636	1.7465816	1.2090349	1.1623381	1.9352736	1.2278132	0.9121158	0.91237074	0.68050075	1.4280124	0.7608181	2.0272613	0.0	1.0273321	0.0	1.2693546	1.0017889	0.08000183	0.33647504	1.0216677	0.45317978	0.0	0.9099631	2.0467212	0.0	0.0	0.7513306	0.76461685	1.3572438	0.0	0.0	1.2883532	0.0	1.0613799	0.49323928	1.3149544	0.5292178	1.5433953	0.76760995	1.153469	1.2682344	0.8929465	0.8646844	0.19611692	0.0	0.7958574	0.9514407	0.0	0.9244493	1.082132	1.2366652	0.0	0.36703146	1.1965683	0.22392863	1.0194948	0.0	1.3607608	0.4850263	0.4125353	0.21955073	0.43134654	1.0154343	0.29614425	1.305348	0.68100977	1.5345395	0.0	2.2570379	0.7446068	0.27403426	1.9039714	0.11354935	0.1526618	1.4178071	1.02816	0.0	1.3430554	0.8324521	0.8510616	0.56068087	0.5548176	0.91391283	0.0	0.90648425	0.21101356	2.477634	1.0901158	1.1241282	0.62017375	0.0	0.0	0.7423019	0.0	0.5892741	0.42078578
TCGA-AO-A0J2	0.0	1.5765884	1.0709581	0.0	0.0	2.158167	1.7493272	0.68184745	1.1344626	1.4563804	0.0	1.1884468	0.21122527	0.0	0.16370106	1.6330445	0.0	1.361654	0.42129874	0.9921967	0.0	0.47347784	0.84616387	0.4835248	0.0	1.856955	1.3990121	0.67034274	1.1463037	0.3083325	0.8127867	1.6510675	1.1666477	0.11779308	0.0	0.43912685	0.0	1.1392987	1.6415918	0.0	0.7885874	0.9684281	2.3253312	1.0652362	2.4178176	0.78465533	1.0942298	0.0	2.0226483	1.3729807	0.6412606	1.5718472	1.5081785	1.4738088	0.850776	0.0	1.12098	0.5116539	0.0	0.19001889	0.19904014	0.9712739	1.2690845	0.3146646	1.5036886	1.1087725	0.32537827	0.7238067	0.8840824	0.06738663	0.5736385	0.0	2.2661161	0.575142	0.9650093	0.0	0.0	0.37289762	1.2182765	1.2683187	0.627775	0.4981494	0.0	0.0	0.0	0.0	0.23072183	1.1360884	2.4106069	0.0	1.3488266	2.5118499	0.33762443	1.4388809	0.76839715	1.2378066	1.1607759	1.0033202	0.0	0.0
TCGA-AO-A0J3	0.0	0.90318155	0.9170708	1.8362583	0.13744998	1.2151437	0.89372534	2.0458198	0.11724138	0.70595753	0.05371523	1.5913079	0.0	1.2476327	0.59543407	2.9202344	0.0	0.0	0.0	0.99658185	1.7847216	1.1088696	0.8082603	0.57880545	0.0	0.36873174	0.62319314	0.2777883	1.4273245	0.0	0.6798161	1.7493495	1.0431204	0.0	0.65342104	0.27731234	0.6589946	1.2352071	0.3609547	2.722963	1.7612135	1.2762129	0.31908894	0.0	1.6505457	1.6715775	1.6435639	0.0	0.52534056	0.0	2.2231836	0.5998096	0.6450415	2.6860254	0.90413976	0.7604232	0.53426355	0.99279433	1.6859753	0.68269	0.0	0.027671218	1.4167325	0.9360559	1.8963026	0.6564438	0.008042812	1.9803467	0.95114034	0.50545055	0.7615041	0.0	2.3858924	0.0	0.15705144	0.69993925	0.7874934	0.9843625	1.7762561	1.6744387	1.9463842	1.2037169	0.24506858	1.0689404	3.1964064	0.5203383	0.358608	0.9917006	0.73850644	0.27382612	0.97909194	3.196658	0.11361551	0.9192207	1.3422179	0.85688937	1.6495895	0.5374756	1.3533183	0.054631233
TCGA-AO-A0J4	0.82978445	0.08903444	0.25982222	0.0	0.5324582	1.6442962	1.0815979	0.79598534	1.5577304	1.9064773	0.042765617	0.44414908	2.316421	2.449477	1.3591279	1.6266224	0.2200718	1.4709849	0.47322905	0.6869046	0.6725755	1.2752473	1.4281766	0.5892062	0.35075086	0.3860513	0.0	0.7661231	0.0	0.0	0.28480327	1.1118617	1.9877828	0.433532	0.11650565	0.0	0.2360391	0.39560676	1.4654549	1.5653257	0.887845	1.0076861	2.4530454	0.78083634	1.6755154	0.0	0.52241313	0.0	0.2792356	0.38678813	0.9010365	0.031495333	0.0276777	3.2572439	0.92283934	0.0	0.02632761	1.5589083	0.02837503	1.570982	0.65122724	1.1104915	1.08117	0.0	0.80258197	1.4412179	0.43747982	0.008638024	1.5334449	0.0	0.0	0.0	1.5111055	0.12857735	2.2313313	1.078446	0.0	0.086224556	0.0	0.93432546	1.4558429	0.0	1.1795866	0.5473223	0.39729738	0.7605074	0.0	1.9156013	2.0924046	0.70617795	2.0446246	1.8613536	0.042727113	0.0	0.74200547	0.49807394	1.0413198	0.6679435	0.0	0.38249052
TCGA-AO-A0J5	0.47331637	0.19776332	0.0	1.994414	0.5175903	1.4238901	1.0482036	1.3931972	0.0	2.0688128	0.123107195	1.1100758	0.65364	2.1646123	1.2195518	2.341979	0.8829915	0.9389736	0.0	1.9147813	1.74779	1.7809572	1.2268647	0.0	0.31080616	0.0	0.91835207	0.7951512	0.0	0.0	0.25256532	0.0	1.4108237	0.0	0.0	0.0	0.04843437	0.94902325	0.55093896	2.0339308	0.79197353	0.83885074	2.118637	0.0	1.3146949	0.47875047	0.5688969	0.0	0.0	0.8404081	1.2309769	0.10717368	1.4088111	2.125852	1.5084608	0.0	0.42365742	0.90083563	1.47578	0.77397716	0.0	0.056898713	0.3685502	0.21753323	0.545241	0.8427279	0.0	1.3227308	0.0	0.8797302	2.2610466	0.0	1.9331416	0.0	0.0	1.2683659	0.020887136	0.5953833	0.7571705	1.4243469	0.0	0.61443853	1.5689063	1.3897412	0.40717506	1.4166378	0.0	1.7018416	0.5909432	0.31537676	1.7624383	1.252843	0.0	0.8804506	0.0	0.0	0.26751518	0.0	1.1489035	0.0
TCGA-AO-A0J6	2.7219203	1.7215247	0.84788513	1.0204761	0.7331737	0.68319964	1.1803505	0.001889348	0.18901074	1.6917032	0.055385053	0.119129896	0.14016438	0.4091797	1.1354686	1.8284476	0.66416395	2.041654	0.88953906	0.6801068	0.7130339	1.4094322	1.8277264	0.7071295	0.32428312	1.5331542	0.0	0.95565844	2.5675764	0.053536236	0.4015203	0.57522625	1.6279578	0.6204014	0.5320278	0.0	0.27569145	0.7998704	0.540131	1.7631065	2.352302	0.056791425	2.8957453	0.6963285	0.9668013	1.0327168	0.28621304	0.0	0.0	0.32994342	0.0	2.0881286	0.19338846	1.9397912	0.8711084	0.0	0.75999117	1.0565598	0.0	0.886634	0.56178224	0.6832303	1.2349186	1.746825	0.4545403	2.3871121	1.8779353	1.3612323	0.4600646	0.2361809	0.0	0.0	1.8540114	0.7760891	1.9853113	0.0	0.0	1.1137538	0.95286626	0.7600212	1.453712	0.29145145	0.50079787	0.6971123	0.22066712	0.4593749	0.0	2.153197	2.1814845	0.029456139	1.6002239	1.4840453	0.0	0.0	0.76569533	0.35595948	0.59099185	1.2835426	0.14532769	0.0
TCGA-AO-A0J7	0.12501585	0.18275797	0.82444894	1.4484116	0.18319488	2.1368248	0.894531	1.0512999	1.3898404	1.950006	0.069581985	2.5002384	0.0	1.0327638	1.6926513	2.6523924	0.5167024	1.2263631	0.96526766	0.17888194	0.9781728	1.0630045	0.80952406	1.2044072	0.0	0.9298392	0.96805453	2.1246116	0.0	0.84717387	0.56304735	1.4298892	0.45618755	0.0	0.0	0.6431744	0.0	0.841635	0.10669881	1.9652611	1.5012133	1.3638719	1.0890967	0.21606755	1.0829079	0.91839635	0.91666985	0.28117704	0.0	0.0	0.0	2.157991	0.5690484	1.0068896	2.4238546	0.0	0.21180463	1.4095097	0.82217616	0.0	0.43732554	1.1043007	0.0	0.0	1.1278042	1.2307729	0.0	1.4773388	0.42277986	0.0	1.2490857	0.0	1.9619644	0.0	0.52703524	1.3785638	0.70103514	1.1395899	0.46909744	1.4895105	0.0	0.7662399	0.9432159	1.682923	1.4829128	0.26684928	0.6258732	1.4614086	1.2813281	0.6930269	0.5240668	1.2731164	0.2284149	0.0	0.1607754	0.0	0.011621952	0.63776183	0.85019624	0.0
TCGA-AO-A0J8	1.1030486	0.15463865	0.8183124	1.8573961	0.2045592	2.4261656	1.3488058	0.5996009	0.4894272	1.9126843	0.60161245	0.20347929	0.15659595	2.4136298	0.0	3.0002928	0.80541134	1.6363457	0.0	1.4219315	1.6800271	0.74713326	1.3834385	0.49508047	0.0	0.4685552	0.5338517	0.16525796	0.5853435	0.0	0.30795097	0.793459	0.75689244	0.0	0.0	0.0	0.0	2.1392076	0.15821493	1.1446506	0.86960024	0.686446	2.2209103	0.8774885	0.88097656	0.658686	1.3872004	0.029658318	0.11574197	0.9818702	1.3075361	1.851388	0.456054	1.5469062	0.7705797	0.0	0.4244846	0.9762622	0.5449488	0.80941164	0.0	1.7205815	1.3820206	1.1833836	0.83232284	1.0352954	0.2744257	1.881544	1.077888	0.03264475	0.43296605	0.25362682	2.3869374	0.0	0.0	1.1079224	0.21884644	0.44018865	0.9156558	0.9392539	0.0	1.0390615	0.48004383	0.7222729	0.7713984	0.33285415	0.46653366	1.6606064	1.1267734	0.35611868	1.4321337	0.33878183	0.0	1.1959747	0.0	0.0	0.42536426	0.28885698	1.4591519	0.0
TCGA-AO-A0J9	0.47222173	0.0	1.1522131	1.1300001	1.0140305	1.6165586	1.7105677	1.3952402	0.060390055	0.64194727	0.0	1.7031434	0.082716465	0.7509986	0.0	0.793368	0.57482564	0.91747606	0.0	0.97507155	1.9425721	1.484016	1.0479739	0.35729885	0.0	0.5401225	1.2000258	2.2153373	0.0	0.79044	0.22523367	0.8574423	0.0	1.4515126	0.0	1.4860854	0.0	1.1609116	0.49153918	1.6483358	1.6603668	0.2443952	3.0750394	0.10383129	0.14609882	0.0	1.4118233	1.6408758	0.79986477	0.0	0.04520905	0.74826056	0.6623442	1.064798	1.1070753	0.0	0.7185014	0.63339484	0.8073583	0.6432594	0.16004947	2.2223043	0.8245238	2.4447594	0.6962362	1.4539068	0.44575113	1.8976812	0.07787076	0.07544589	1.693038	0.84576	1.2902128	0.67249227	0.0	0.9755939	0.59896964	0.966699	0.77568835	1.0116968	0.0	1.1387967	0.015385687	1.5338142	1.4594502	0.73310107	0.9068961	1.0514498	0.9750656	0.31100821	0.040442467	1.5229962	0.8823338	0.8931339	0.0	0.13472652	0.042915225	1.2457519	0.48481524	0.0
TCGA-AO-A0JA	0.04646102	1.5645161	0.66106564	1.5544173	0.35558867	1.8483744	1.3655857	0.9498981	1.4052424	0.6656461	0.06148255	0.41100436	0.706223	1.1303278	0.6966655	2.3806376	1.45958	0.89491	0.0	1.9245381	1.4832733	1.2741919	1.2890115	0.0	0.008319974	0.0	1.2012312	1.3320196	0.12683868	0.0	0.0	0.0	0.5856222	0.15594792	0.0	0.4037102	0.08028369	1.7803684	0.8576735	2.085259	0.96286553	1.4953007	1.9311002	0.7001337	0.9930718	0.72561395	1.1133763	0.022453785	0.0	1.2872665	1.1399865	0.24211061	1.3407001	0.71123016	0.43486023	0.0	1.2205786	0.82488585	0.9964754	1.2839904	0.0	1.1346365	0.63209784	0.89156586	0.80872786	0.6586021	0.0	1.2091155	0.8013326	0.41125268	1.4151862	0.0	2.104229	0.0	0.0	1.7968588	0.171363	0.56268513	1.4018817	0.5938854	0.0	0.6355865	0.33255807	0.9273467	1.3887513	1.4553161	0.0	1.6692468	0.77099323	0.0	1.4233695	1.5379264	0.0	0.76613975	0.042147636	0.18052399	0.41474402	0.42519617	0.88357687	0.53539
